datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),wind_speed (m/s),total_precipitation (mm of water equivalent),surface_pressure (Pa),snowfall (mm of water equivalent),snow_depth (mm of water equivalent),absolute_humidity (g/m^3),rainfall (mm)
7/29/2024 21:00,"(42.09152, -76.80259)",24.4,0.77,2.21,0,96352.92,0,0,17.14839473,0
7/29/2024 22:00,"(42.09152, -76.80259)",23.22,0.77,2.38,0,96392.38,0,0,16.03680307,0
7/29/2024 23:00,"(42.09152, -76.80259)",22.39,0.76,2.44,0,96351.56,0,0,15.09401449,0
7/30/2024 0:00,"(42.09152, -76.80259)",21.68,0.75,2.56,0,96330.91,0,0,14.29854958,0
7/30/2024 1:00,"(42.09152, -76.80259)",20.56,0.77,2.69,0,96311.16,0,0,13.75626317,0
7/30/2024 2:00,"(42.09152, -76.80259)",20.1,0.77,2.81,0,96309.46,0,0,13.39172755,0
7/30/2024 3:00,"(42.09152, -76.80259)",19.71,0.8,2.68,0,96317.88,0,0,13.5991996,0
7/30/2024 4:00,"(42.09152, -76.80259)",19.08,0.84,2.51,0,96293.65,0,0,13.75968554,0
7/30/2024 5:00,"(42.09152, -76.80259)",18.97,0.86,2.38,0,96316.02,0,0,13.99617168,0
7/30/2024 6:00,"(42.09152, -76.80259)",19.24,0.9,2.06,0,96324.04,0,0,14.88218901,0
7/30/2024 7:00,"(42.09152, -76.80259)",19.78,0.89,2,0,96312.24,0,0,15.19135835,0
7/30/2024 8:00,"(42.09152, -76.80259)",21.61,0.84,1.99,0.02,96411.63,0,0,15.94973792,0.02
7/30/2024 9:00,"(42.09152, -76.80259)",23.23,0.79,2.53,0.07,96436.24,0,0,16.46273404,0.07
7/30/2024 10:00,"(42.09152, -76.80259)",25.88,0.7,2.7,0.05,96362.77,0,0,16.94165055,0.05
7/30/2024 11:00,"(42.09152, -76.80259)",26.61,0.67,3.29,0.08,96333.92,0,0,16.88872292,0.08
7/30/2024 12:00,"(42.09152, -76.80259)",28,0.62,3.65,0.03,96311.62,0,0,16.87604633,0.03
7/30/2024 13:00,"(42.09152, -76.80259)",28.09,0.63,3.76,0.04,96258.96,0,0,17.23323921,0.04
7/30/2024 14:00,"(42.09152, -76.80259)",28.11,0.65,4.13,0.07,96253.05,0,0,17.79986494,0.07
7/30/2024 15:00,"(42.09152, -76.80259)",29.28,0.62,3.89,2.34,96259.85,0,0,18.09962699,2.34
7/30/2024 16:00,"(42.09152, -76.80259)",28.92,0.61,3.01,0.2,96227.48,0,0,17.46178648,0.2
7/30/2024 17:00,"(42.09152, -76.80259)",26.13,0.69,3.17,0.12,96193.87,0,0,16.93431313,0.12
7/30/2024 18:00,"(42.09152, -76.80259)",25.38,0.77,3.04,0.03,96079.02,0,0,18.12137007,0.03
7/30/2024 19:00,"(42.09152, -76.80259)",24.99,0.79,3.3,0.19,96160.06,0,0,18.18910894,0.19
7/30/2024 20:00,"(42.09152, -76.80259)",24.33,0.82,3.06,0.05,96185.76,0,0,18.18978401,0.05
7/30/2024 21:00,"(42.09152, -76.80259)",23.64,0.86,3.06,0.13,96191.71,0,0,18.34493881,0.13
7/30/2024 22:00,"(42.09152, -76.80259)",22.62,0.88,3.58,1.1,96218.3,0,0,17.70948027,1.1
7/30/2024 23:00,"(42.09152, -76.80259)",22.25,0.9,3.55,0.36,96208.36,0,0,17.73125734,0.36
7/31/2024 0:00,"(42.09152, -76.80259)",21.89,0.91,3.31,0.15,96215.05,0,0,17.56044959,0.15
7/31/2024 1:00,"(42.09152, -76.80259)",21.56,0.92,3.46,0.06,96203.8,0,0,17.41834476,0.06
7/31/2024 2:00,"(42.09152, -76.80259)",21.5,0.92,3.18,0.05,96164.72,0,0,17.35801149,0.05
7/31/2024 3:00,"(42.09152, -76.80259)",21.44,0.93,3.02,0.01,96164.34,0,0,17.48587878,0.01
7/31/2024 4:00,"(42.09152, -76.80259)",21.37,0.93,3.04,0.02,96151.31,0,0,17.4151674,0.02
7/31/2024 5:00,"(42.09152, -76.80259)",21.46,0.9,3.14,0.11,96134.23,0,0,16.94141368,0.11
7/31/2024 6:00,"(42.09152, -76.80259)",21.75,0.91,3.11,0.27,96150.81,0,0,17.41917552,0.27
7/31/2024 7:00,"(42.09152, -76.80259)",21.67,0.9,3.33,1,96186.01,0,0,17.14835119,1
7/31/2024 8:00,"(42.09152, -76.80259)",21.86,0.88,3.06,0.07,96212.45,0,0,16.95217851,0.07
7/31/2024 9:00,"(42.09152, -76.80259)",22.48,0.86,3.32,0.51,96201.33,0,0,17.16855768,0.51
7/31/2024 10:00,"(42.09152, -76.80259)",23.52,0.84,3.39,0.13,96241.37,0,0,17.79638679,0.13
7/31/2024 11:00,"(42.09152, -76.80259)",24.85,0.76,3,0.11,96273.93,0,0,17.36100283,0.11
7/31/2024 12:00,"(42.09152, -76.80259)",24.15,0.81,2.88,0.87,96254.03,0,0,17.78582106,0.87
7/31/2024 13:00,"(42.09152, -76.80259)",26.35,0.67,3.59,0.48,96291.6,0,0,16.64627227,0.48
7/31/2024 14:00,"(42.09152, -76.80259)",24.35,0.78,3.93,0.91,96304.97,0,0,17.32206039,0.91
7/31/2024 15:00,"(42.09152, -76.80259)",27.02,0.67,3.82,0.37,96288.22,0,0,17.27721172,0.37
7/31/2024 16:00,"(42.09152, -76.80259)",28.21,0.6,3.64,0.07,96315.56,0,0,16.52107882,0.07
7/31/2024 17:00,"(42.09152, -76.80259)",29.24,0.55,3.79,0.01,96328.29,0,0,16.02120715,0.01
7/31/2024 18:00,"(42.09152, -76.80259)",28.67,0.57,2.9,0,96345.57,0,0,16.09546763,0
7/31/2024 19:00,"(42.09152, -76.80259)",28.05,0.6,2.22,0,96357.2,0,0,16.37658813,0
7/31/2024 20:00,"(42.09152, -76.80259)",25.48,0.73,1.66,0,96449.08,0,0,17.27660727,0
7/31/2024 21:00,"(42.09152, -76.80259)",24.28,0.77,1.78,0,96499.1,0,0,17.03240348,0
7/31/2024 22:00,"(42.09152, -76.80259)",22.86,0.83,1.5,0,96549.43,0,0,16.93445803,0
7/31/2024 23:00,"(42.09152, -76.80259)",21.92,0.86,1.3,0,96546.52,0,0,16.62432055,0
8/1/2024 0:00,"(42.09152, -76.80259)",21.3,0.89,1.69,0,96578.04,0,0,16.59869413,0
8/1/2024 1:00,"(42.09152, -76.80259)",20.09,0.92,1.74,0,96573.23,0,0,15.99114899,0
8/1/2024 2:00,"(42.09152, -76.80259)",19.19,0.94,1.47,0,96550.57,0,0,15.49790553,0
8/1/2024 3:00,"(42.09152, -76.80259)",18.82,0.95,1.37,0,96544.6,0,0,15.32452858,0
8/1/2024 4:00,"(42.09152, -76.80259)",18.2,0.95,1.66,0,96529.23,0,0,14.77188247,0
8/1/2024 5:00,"(42.09152, -76.80259)",18.01,0.95,1.85,0,96560.1,0,0,14.60601195,0
8/1/2024 6:00,"(42.09152, -76.80259)",17.59,0.96,1.85,0,96622.84,0,0,14.39500607,0
8/1/2024 7:00,"(42.09152, -76.80259)",17.96,0.94,1.8,0,96642.75,0,0,14.4093397,0
8/1/2024 8:00,"(42.09152, -76.80259)",20.08,0.88,1.27,0,96683.16,0,0,15.28693631,0
8/1/2024 9:00,"(42.09152, -76.80259)",22.8,0.78,1,0,96680.27,0,0,15.85975081,0
8/1/2024 10:00,"(42.09152, -76.80259)",26,0.67,0.8,0,96701.12,0,0,16.32462288,0
8/1/2024 11:00,"(42.09152, -76.80259)",28.04,0.59,1.57,0.02,96726.25,0,0,16.09480035,0.02
8/1/2024 12:00,"(42.09152, -76.80259)",28.67,0.55,1.93,0.04,96728.6,0,0,15.53071438,0.04
8/1/2024 13:00,"(42.09152, -76.80259)",29.57,0.52,1.46,0.03,96677.14,0,0,15.42149815,0.03
8/1/2024 14:00,"(42.09152, -76.80259)",29.64,0.52,1.32,0,96621.82,0,0,15.4802,0
8/1/2024 15:00,"(42.09152, -76.80259)",30.16,0.49,1.68,0,96602.63,0,0,15.00370194,0
8/1/2024 16:00,"(42.09152, -76.80259)",30.16,0.49,1.55,0,96580.06,0,0,15.00370194,0
8/1/2024 17:00,"(42.09152, -76.80259)",30.12,0.49,1.22,0,96508.92,0,0,14.97129875,0
8/1/2024 18:00,"(42.09152, -76.80259)",29.64,0.54,0.83,0,96455.9,0,0,16.07559231,0
8/1/2024 19:00,"(42.09152, -76.80259)",28.92,0.6,0.46,0,96473.75,0,0,17.17552768,0
8/1/2024 20:00,"(42.09152, -76.80259)",26.74,0.71,0.94,0,96464.41,0,0,18.02666849,0
8/1/2024 21:00,"(42.09152, -76.80259)",24.95,0.8,0.79,0,96489.85,0,0,18.37793331,0
8/1/2024 22:00,"(42.09152, -76.80259)",23.74,0.83,0.39,0,96533.48,0,0,17.80593639,0
8/1/2024 23:00,"(42.09152, -76.80259)",22.9,0.86,0.23,0,96548.69,0,0,17.58674916,0
8/2/2024 0:00,"(42.09152, -76.80259)",22.65,0.87,0.32,0,96589.73,0,0,17.53837191,0
8/2/2024 1:00,"(42.09152, -76.80259)",22,0.91,0.73,0,96554.14,0,0,17.67214273,0
8/2/2024 2:00,"(42.09152, -76.80259)",21.49,0.93,0.46,0,96512.66,0,0,17.53653842,0
8/2/2024 3:00,"(42.09152, -76.80259)",20.94,0.94,0.46,0.03,96481.97,0,0,17.1688331,0.03
8/2/2024 4:00,"(42.09152, -76.80259)",20,0.97,0.75,0.01,96459.29,0,0,16.77167055,0.01
8/2/2024 5:00,"(42.09152, -76.80259)",20.37,0.96,1.25,0,96441.16,0,0,16.96166506,0
8/2/2024 6:00,"(42.09152, -76.80259)",20.07,0.95,1.57,0,96440.06,0,0,16.49329059,0
8/2/2024 7:00,"(42.09152, -76.80259)",20.27,0.95,1.91,0,96414.07,0,0,16.68725993,0
8/2/2024 8:00,"(42.09152, -76.80259)",21.43,0.92,1.45,0,96409.15,0,0,17.2878506,0
8/2/2024 9:00,"(42.09152, -76.80259)",23.34,0.86,1.51,0,96389.9,0,0,18.03423926,0
8/2/2024 10:00,"(42.09152, -76.80259)",25.62,0.77,1.25,0,96361.29,0,0,18.36675903,0
8/2/2024 11:00,"(42.09152, -76.80259)",26.48,0.72,0.71,0,96370.67,0,0,18.01839881,0
8/2/2024 12:00,"(42.09152, -76.80259)",27.24,0.67,0.19,0.01,96350.14,0,0,17.48881472,0.01
8/2/2024 13:00,"(42.09152, -76.80259)",25.94,0.71,0.64,0.15,96324.11,0,0,17.24136748,0.15
8/2/2024 14:00,"(42.09152, -76.80259)",25.15,0.77,0.52,0.46,96318.29,0,0,17.88885638,0.46
8/2/2024 15:00,"(42.09152, -76.80259)",24.2,0.89,1.43,3.28,96270.54,0,0,19.59785973,3.28
8/2/2024 16:00,"(42.09152, -76.80259)",23.95,0.92,2.38,2.22,96166.85,0,0,19.97344235,2.22
8/2/2024 17:00,"(42.09152, -76.80259)",23.11,0.89,2.84,1.99,96128.63,0,0,18.42001526,1.99
8/2/2024 18:00,"(42.09152, -76.80259)",21.85,0.91,2.6,1.42,96136.74,0,0,17.51998511,1.42
8/2/2024 19:00,"(42.09152, -76.80259)",21.81,0.93,2.2,1.12,96122.81,0,0,17.86376812,1.12
8/2/2024 20:00,"(42.09152, -76.80259)",21.65,0.94,1.02,0.87,96167.79,0,0,17.88981824,0.87
8/2/2024 21:00,"(42.09152, -76.80259)",21.28,0.95,0.61,1.36,96175.05,0,0,17.69718773,1.36
8/2/2024 22:00,"(42.09152, -76.80259)",21.05,0.96,0.55,0.64,96204.73,0,0,17.64650106,0.64
8/2/2024 23:00,"(42.09152, -76.80259)",21.15,0.97,0.84,0.25,96221.04,0,0,17.93408514,0.25
8/3/2024 0:00,"(42.09152, -76.80259)",21.06,0.96,1.23,0.12,96198.63,0,0,17.6567476,0.12
8/3/2024 1:00,"(42.09152, -76.80259)",21.09,0.96,1.57,0.11,96175.74,0,0,17.68751801,0.11
8/3/2024 2:00,"(42.09152, -76.80259)",20.75,0.98,1.65,0.15,96140.89,0,0,17.70276263,0.15
8/3/2024 3:00,"(42.09152, -76.80259)",20.65,0.98,1.74,0.03,96149.39,0,0,17.60000899,0.03
8/3/2024 4:00,"(42.09152, -76.80259)",20.57,0.97,1.49,0,96173.03,0,0,17.33942024,0
8/3/2024 5:00,"(42.09152, -76.80259)",20.47,0.98,1.3,0,96134.26,0,0,17.41634941,0
8/3/2024 6:00,"(42.09152, -76.80259)",20.73,0.95,0.8,0,96214.37,0,0,17.14087965,0
8/3/2024 7:00,"(42.09152, -76.80259)",20.5,0.96,0.76,0,96214.55,0,0,17.0907859,0
8/3/2024 8:00,"(42.09152, -76.80259)",20.68,0.95,0.81,0.02,96272.88,0,0,17.0910631,0.02
8/3/2024 9:00,"(42.09152, -76.80259)",21.37,0.9,0.99,0.04,96248.89,0,0,16.85338781,0.04
8/3/2024 10:00,"(42.09152, -76.80259)",22.61,0.9,1.32,0.07,96268.29,0,0,18.10158709,0.07
8/3/2024 11:00,"(42.09152, -76.80259)",22.66,0.91,1.42,0.09,96279.4,0,0,18.35525132,0.09
8/3/2024 12:00,"(42.09152, -76.80259)",22.98,0.88,1.36,0.07,96286.84,0,0,18.07826148,0.07
8/3/2024 13:00,"(42.09152, -76.80259)",23.92,0.85,1.19,0.06,96265.88,0,0,18.42233932,0.06
8/3/2024 14:00,"(42.09152, -76.80259)",24.35,0.82,0.78,0.07,96222.42,0,0,18.21037118,0.07
8/3/2024 15:00,"(42.09152, -76.80259)",24.49,0.81,0.88,3.36,96192.69,0,0,18.13120165,3.36
8/3/2024 16:00,"(42.09152, -76.80259)",24.35,0.79,1.36,2.58,96224.79,0,0,17.54413809,2.58
8/3/2024 17:00,"(42.09152, -76.80259)",24.53,0.77,1.1,0.43,96183.91,0,0,17.27481839,0.43
8/3/2024 18:00,"(42.09152, -76.80259)",21.83,0.92,0.41,0.13,96101.38,0,0,17.69208835,0.13
8/3/2024 19:00,"(42.09152, -76.80259)",22.36,0.91,0.5,0.15,96132.05,0,0,18.04197777,0.15
8/3/2024 20:00,"(42.09152, -76.80259)",22.47,0.91,0.97,0.11,96135.33,0,0,18.15630533,0.11
8/3/2024 21:00,"(42.09152, -76.80259)",21.78,0.92,1.53,0.06,96271.9,0,0,17.64111701,0.06
8/3/2024 22:00,"(42.09152, -76.80259)",21.23,0.9,1.08,0.21,96323.34,0,0,16.71724299,0.21
8/3/2024 23:00,"(42.09152, -76.80259)",20.99,0.93,0.93,0.04,96316.84,0,0,17.03559426,0.04
8/4/2024 0:00,"(42.09152, -76.80259)",20.81,0.95,0.72,0.02,96334.84,0,0,17.22084682,0.02
8/4/2024 1:00,"(42.09152, -76.80259)",20.51,0.95,1.12,0.15,96328.83,0,0,16.92262048,0.15
8/4/2024 2:00,"(42.09152, -76.80259)",19.91,0.96,1.07,0.26,96277.75,0,0,16.51151504,0.26
8/4/2024 3:00,"(42.09152, -76.80259)",19.36,0.97,1.04,0.01,96289.69,0,0,16.15339883,0.01
8/4/2024 4:00,"(42.09152, -76.80259)",18.93,0.97,1.24,0,96299.35,0,0,15.74914753,0
8/4/2024 5:00,"(42.09152, -76.80259)",18.73,0.97,1.19,0,96302.11,0,0,15.56412314,0
8/4/2024 6:00,"(42.09152, -76.80259)",19.21,0.96,1.13,0.02,96357.38,0,0,15.84630864,0.02
8/4/2024 7:00,"(42.09152, -76.80259)",19.49,0.95,1.08,0,96391.48,0,0,15.94175017,0
8/4/2024 8:00,"(42.09152, -76.80259)",20.5,0.96,0.71,0,96445.45,0,0,17.0907859,0
8/4/2024 9:00,"(42.09152, -76.80259)",21.81,0.91,0.89,0,96462.32,0,0,17.47960106,0
8/4/2024 10:00,"(42.09152, -76.80259)",23.98,0.8,1.2,0.02,96495.43,0,0,17.39779249,0.02
8/4/2024 11:00,"(42.09152, -76.80259)",25.07,0.77,1.38,0.03,96502.2,0,0,17.80858578,0.03
8/4/2024 12:00,"(42.09152, -76.80259)",26.28,0.72,1.47,0.04,96501.92,0,0,17.8189365,0.04
8/4/2024 13:00,"(42.09152, -76.80259)",27.74,0.67,1.9,0.06,96486.99,0,0,17.97802154,0.06
8/4/2024 14:00,"(42.09152, -76.80259)",28.6,0.64,1.93,0.06,96472.83,0,0,18.00305554,0.06
8/4/2024 15:00,"(42.09152, -76.80259)",28.8,0.62,2.36,0.02,96445.15,0,0,17.63216018,0.02
8/4/2024 16:00,"(42.09152, -76.80259)",28.66,0.61,3.24,1.39,96499.39,0,0,17.21555921,1.39
8/4/2024 17:00,"(42.09152, -76.80259)",29.16,0.53,1.84,0.01,96525.64,0,0,15.37151792,0.01
8/4/2024 18:00,"(42.09152, -76.80259)",26.55,0.62,2.31,0.01,96539.26,0,0,15.5763481,0.01
8/4/2024 19:00,"(42.09152, -76.80259)",26.26,0.65,2.48,0,96561.78,0,0,16.06862746,0
8/4/2024 20:00,"(42.09152, -76.80259)",24.98,0.69,2.61,0,96598.9,0,0,15.87775295,0
8/4/2024 21:00,"(42.09152, -76.80259)",23.02,0.76,2.26,0,96673.78,0,0,15.64878229,0
8/4/2024 22:00,"(42.09152, -76.80259)",21.41,0.81,1.71,0,96774.83,0,0,15.20321542,0
8/4/2024 23:00,"(42.09152, -76.80259)",20.45,0.85,1.27,0,96800.67,0,0,15.08840664,0
8/5/2024 0:00,"(42.09152, -76.80259)",19.69,0.87,1.45,0,96813.42,0,0,14.77178348,0
8/5/2024 1:00,"(42.09152, -76.80259)",18.75,0.9,1.37,0,96831.86,0,0,14.45802737,0
8/5/2024 2:00,"(42.09152, -76.80259)",18.3,0.92,1.15,0,96783.49,0,0,14.39057736,0
8/5/2024 3:00,"(42.09152, -76.80259)",17.96,0.93,1.38,0,96791.04,0,0,14.25604885,0
8/5/2024 4:00,"(42.09152, -76.80259)",17.11,0.95,1.32,0,96768.91,0,0,13.84201476,0
8/5/2024 5:00,"(42.09152, -76.80259)",16.44,0.97,1.44,0,96751.61,0,0,13.57587314,0
8/5/2024 6:00,"(42.09152, -76.80259)",16.57,0.96,1.7,0,96748.7,0,0,13.54148299,0
8/5/2024 7:00,"(42.09152, -76.80259)",16.8,0.96,1.84,0,96808.2,0,0,13.73001635,0
8/5/2024 8:00,"(42.09152, -76.80259)",18.94,0.89,1.59,0,96829.84,0,0,14.4587826,0
8/5/2024 9:00,"(42.09152, -76.80259)",21.28,0.79,2.02,0,96857.17,0,0,14.71660875,0
8/5/2024 10:00,"(42.09152, -76.80259)",24.24,0.68,2.96,0,96804.77,0,0,15.00759125,0
8/5/2024 11:00,"(42.09152, -76.80259)",25.46,0.63,3.45,0,96725.46,0,0,14.89324192,0
8/5/2024 12:00,"(42.09152, -76.80259)",26.83,0.58,3.62,0,96760.63,0,0,14.79972729,0
8/5/2024 13:00,"(42.09152, -76.80259)",27.88,0.54,3.97,0,96702.86,0,0,14.60183051,0
8/5/2024 14:00,"(42.09152, -76.80259)",28.18,0.54,3.69,0,96635.38,0,0,14.84451344,0
8/5/2024 15:00,"(42.09152, -76.80259)",27.72,0.55,4.05,0.01,96620.05,0,0,14.74183074,0.01
8/5/2024 16:00,"(42.09152, -76.80259)",27.99,0.55,3.59,0.01,96530.41,0,0,14.96246067,0.01
8/5/2024 17:00,"(42.09152, -76.80259)",28.03,0.55,3.19,0.78,96587.08,0,0,14.99538633,0.78
8/5/2024 18:00,"(42.09152, -76.80259)",24.63,0.72,1.71,0.18,96615.2,0,0,16.24452062,0.18
8/5/2024 19:00,"(42.09152, -76.80259)",23.46,0.85,1.19,0.03,96623.86,0,0,17.94683162,0.03
8/5/2024 20:00,"(42.09152, -76.80259)",23.42,0.86,0.94,0.01,96633.07,0,0,18.11664598,0.01
8/5/2024 21:00,"(42.09152, -76.80259)",22.9,0.86,1.07,0,96599.86,0,0,17.58674916,0
8/5/2024 22:00,"(42.09152, -76.80259)",22.18,0.87,1.42,0.05,96623.52,0,0,17.07134533,0.05
8/5/2024 23:00,"(42.09152, -76.80259)",22.14,0.86,1.85,0.75,96617.25,0,0,16.83632696,0.75
8/6/2024 0:00,"(42.09152, -76.80259)",21.29,0.92,2.14,2.63,96611.3,0,0,17.14826244,2.63
8/6/2024 1:00,"(42.09152, -76.80259)",20.77,0.96,2.66,2.47,96605.82,0,0,17.36167384,2.47
8/6/2024 2:00,"(42.09152, -76.80259)",20.48,0.97,3.07,1.89,96588.65,0,0,17.24868761,1.89
8/6/2024 3:00,"(42.09152, -76.80259)",20.26,0.98,2.77,0.14,96538.78,0,0,17.20417326,0.14
8/6/2024 4:00,"(42.09152, -76.80259)",20.14,0.98,2.7,0,96491.75,0,0,17.08393478,0
8/6/2024 5:00,"(42.09152, -76.80259)",20.15,0.98,2.42,0,96526.49,0,0,17.09392686,0
8/6/2024 6:00,"(42.09152, -76.80259)",20.05,0.97,1.93,0.01,96581.87,0,0,16.82082227,0.01
8/6/2024 7:00,"(42.09152, -76.80259)",20.11,0.97,1.52,0.02,96606.11,0,0,16.87996851,0.02
8/6/2024 8:00,"(42.09152, -76.80259)",20.26,0.96,1.87,0.08,96647.3,0,0,16.85306768,0.08
8/6/2024 9:00,"(42.09152, -76.80259)",20.74,0.92,1.96,0.11,96699.23,0,0,16.60925194,0.11
8/6/2024 10:00,"(42.09152, -76.80259)",21.76,0.86,1.8,0.12,96666.51,0,0,16.4715837,0.12
8/6/2024 11:00,"(42.09152, -76.80259)",22.23,0.83,1.66,0.29,96678.63,0,0,16.3333638,0.29
8/6/2024 12:00,"(42.09152, -76.80259)",22.71,0.81,1.91,0.16,96679.27,0,0,16.38506872,0.16
8/6/2024 13:00,"(42.09152, -76.80259)",23.26,0.78,2.22,0.21,96656.18,0,0,16.28218764,0.21
8/6/2024 14:00,"(42.09152, -76.80259)",23.07,0.78,2.34,0.2,96616.32,0,0,16.10654252,0.2
8/6/2024 15:00,"(42.09152, -76.80259)",22.12,0.81,2.53,0.55,96614.82,0,0,15.83922771,0.55
8/6/2024 16:00,"(42.09152, -76.80259)",20.4,0.87,2.74,0.85,96556.2,0,0,15.39844463,0.85
8/6/2024 17:00,"(42.09152, -76.80259)",19.97,0.91,2.97,0.94,96477.59,0,0,15.70663668,0.94
8/6/2024 18:00,"(42.09152, -76.80259)",18.76,0.92,2.65,1.87,96503.49,0,0,14.78805763,1.87
8/6/2024 19:00,"(42.09152, -76.80259)",18.17,0.94,2.97,2.31,96510.14,0,0,14.5903679,2.31
8/6/2024 20:00,"(42.09152, -76.80259)",17.87,0.94,3.14,1.54,96541.72,0,0,14.33235301,1.54
8/6/2024 21:00,"(42.09152, -76.80259)",17.38,0.94,3.05,1.55,96541.09,0,0,13.91941527,1.55
8/6/2024 22:00,"(42.09152, -76.80259)",16.58,0.94,3.2,1.95,96566.39,0,0,13.2673492,1.95
8/6/2024 23:00,"(42.09152, -76.80259)",16.26,0.93,2.97,1.75,96520.62,0,0,12.87558141,1.75
8/7/2024 0:00,"(42.09152, -76.80259)",15.97,0.93,2.65,1.43,96543.48,0,0,12.65204319,1.43
8/7/2024 1:00,"(42.09152, -76.80259)",15.69,0.93,2.62,1.5,96541.24,0,0,12.43941185,1.5
8/7/2024 2:00,"(42.09152, -76.80259)",15.5,0.94,2.61,1.43,96518.28,0,0,12.42912107,1.43
8/7/2024 3:00,"(42.09152, -76.80259)",15.54,0.93,2.62,0.02,96497.68,0,0,12.32678145,0.02
8/7/2024 4:00,"(42.09152, -76.80259)",15.28,0.94,2.37,0.02,96475.8,0,0,12.26411785,0.02
8/7/2024 5:00,"(42.09152, -76.80259)",15.09,0.95,2.13,0.01,96497.9,0,0,12.25211635,0.01
8/7/2024 6:00,"(42.09152, -76.80259)",15.78,0.93,2.35,0.04,96577.46,0,0,12.5074173,0.04
8/7/2024 7:00,"(42.09152, -76.80259)",16.06,0.92,2.32,0.11,96606.15,0,0,12.5842689,0.11
8/7/2024 8:00,"(42.09152, -76.80259)",16.69,0.91,2.74,0.37,96625.27,0,0,12.92917247,0.37
8/7/2024 9:00,"(42.09152, -76.80259)",17.41,0.9,2.96,0.16,96633.23,0,0,13.35101926,0.16
8/7/2024 10:00,"(42.09152, -76.80259)",18.53,0.86,2.97,0.74,96656.21,0,0,13.63674606,0.74
8/7/2024 11:00,"(42.09152, -76.80259)",19.13,0.84,3.08,0.21,96698.05,0,0,13.8003082,0.21
8/7/2024 12:00,"(42.09152, -76.80259)",19.43,0.84,3.16,0.13,96690.21,0,0,14.04622765,0.13
8/7/2024 13:00,"(42.09152, -76.80259)",19.81,0.81,2.95,0.2,96668.3,0,0,13.85018459,0.2
8/7/2024 14:00,"(42.09152, -76.80259)",20.22,0.8,2.84,0.28,96671.06,0,0,14.01143905,0.28
8/7/2024 15:00,"(42.09152, -76.80259)",20.08,0.8,2.97,0.13,96650.95,0,0,13.89721483,0.13
8/7/2024 16:00,"(42.09152, -76.80259)",20.36,0.79,2.88,0.08,96614.39,0,0,13.94989214,0.08
8/7/2024 17:00,"(42.09152, -76.80259)",20.35,0.8,2.76,0.05,96629.14,0,0,14.11822938,0.05
8/7/2024 18:00,"(42.09152, -76.80259)",20.65,0.79,1.2,0,96642.87,0,0,14.18776235,0
8/7/2024 19:00,"(42.09152, -76.80259)",20.24,0.81,1.27,0,96608.87,0,0,14.20317057,0
8/7/2024 20:00,"(42.09152, -76.80259)",19.55,0.84,2.05,0,96642.95,0,0,14.14565044,0
8/7/2024 21:00,"(42.09152, -76.80259)",18.59,0.89,2.5,0,96705.59,0,0,14.16267732,0
8/7/2024 22:00,"(42.09152, -76.80259)",17.97,0.92,2.25,0,96739.97,0,0,14.11115165,0
8/7/2024 23:00,"(42.09152, -76.80259)",17.69,0.92,2.45,0,96734.59,0,0,13.87775626,0
8/8/2024 0:00,"(42.09152, -76.80259)",17.51,0.91,2.65,0,96741.9,0,0,13.58025312,0
8/8/2024 1:00,"(42.09152, -76.80259)",17.06,0.91,2.64,0,96728.37,0,0,13.21952639,0
8/8/2024 2:00,"(42.09152, -76.80259)",16.92,0.91,2.66,0,96693.18,0,0,13.10900571,0
8/8/2024 3:00,"(42.09152, -76.80259)",16.92,0.91,2.52,0,96708.08,0,0,13.10900571,0
8/8/2024 4:00,"(42.09152, -76.80259)",17,0.9,2.49,0,96700.93,0,0,13.02731407,0
8/8/2024 5:00,"(42.09152, -76.80259)",17.05,0.89,3.2,0.05,96706.95,0,0,12.92124044,0.05
8/8/2024 6:00,"(42.09152, -76.80259)",17.17,0.92,2.65,0.31,96669.81,0,0,13.45315908,0.31
8/8/2024 7:00,"(42.09152, -76.80259)",16.93,0.94,2.78,0.62,96748.83,0,0,13.54929782,0.62
8/8/2024 8:00,"(42.09152, -76.80259)",16.87,0.97,3.4,0.5,96773.03,0,0,13.93146872,0.5
8/8/2024 9:00,"(42.09152, -76.80259)",17.04,0.97,4.52,0.29,96797.2,0,0,14.07426137,0.29
8/8/2024 10:00,"(42.09152, -76.80259)",18.06,0.93,4.04,0.18,96772.89,0,0,14.34109448,0.18
8/8/2024 11:00,"(42.09152, -76.80259)",18.78,0.9,3.84,0.14,96769.88,0,0,14.48369272,0.14
8/8/2024 12:00,"(42.09152, -76.80259)",19.33,0.89,4.19,0.24,96756.04,0,0,14.79501792,0.24
8/8/2024 13:00,"(42.09152, -76.80259)",20.19,0.89,4.75,0.53,96715,0,0,15.56042004,0.53
8/8/2024 14:00,"(42.09152, -76.80259)",20.44,0.88,4.95,0.56,96696.21,0,0,15.61182939,0.56
8/8/2024 15:00,"(42.09152, -76.80259)",20.99,0.86,4.61,0.27,96706.93,0,0,15.75334523,0.27
8/8/2024 16:00,"(42.09152, -76.80259)",21.13,0.86,3.44,0.68,96694.6,0,0,15.88188623,0.68
8/8/2024 17:00,"(42.09152, -76.80259)",21.23,0.85,3.64,1.66,96692.31,0,0,15.78850726,1.66
